Open,High,Low,Close,Volume,Adj Close,Date
589.3900146484375,591.1300048828125,580.5,584.6400146484375,50204000,581.1685180664062,2025-01-02
587.530029296875,592.5999755859375,586.4299926757812,591.9500122070312,37888500,588.43505859375,2025-01-03
596.27001953125,599.7000122070312,593.5999755859375,595.3599853515625,47679400,591.8248291015625,2025-01-06
597.4199829101562,597.75,586.780029296875,588.6300048828125,60393100,585.1348266601562,2025-01-07
588.7000122070312,590.5800170898438,585.2000122070312,589.489990234375,47304700,585.9896240234375,2025-01-08
585.8800048828125,585.9500122070312,578.5499877929688,580.489990234375,73105000,577.0430297851562,2025-01-10
575.77001953125,581.75,575.3499755859375,581.3900146484375,47910100,577.937744140625,2025-01-13
584.3599853515625,585.0,578.3499755859375,582.1900024414062,48420600,578.7330322265625,2025-01-14
590.3300170898438,593.9400024414062,589.2000122070312,592.780029296875,56900200,589.2601928710938,2025-01-15
594.1699829101562,594.3499755859375,590.9299926757812,591.6400146484375,43319700,588.126953125,2025-01-16
596.9600219726562,599.3599853515625,595.6099853515625,597.5800170898438,58070600,594.0316772460938,2025-01-17
600.6699829101562,603.0599975585938,598.6699829101562,603.0499877929688,42532900,599.4691162109375,2025-01-21
605.9199829101562,607.8200073242188,605.3599853515625,606.4400024414062,48196000,602.8389892578125,2025-01-22
605.7999877929688,609.75,605.52001953125,609.75,41152100,606.12939453125,2025-01-23
609.8099975585938,610.780029296875,606.7999877929688,607.969970703125,34604700,604.35986328125,2025-01-24
594.8099975585938,599.6900024414062,594.6400146484375,599.3699951171875,70361100,595.8109741210938,2025-01-27
600.6199951171875,605.3699951171875,597.25,604.52001953125,44433300,600.930419921875,2025-01-28
603.719970703125,604.1300048828125,599.219970703125,601.8099975585938,37177400,598.2365112304688,2025-01-29
603.9600219726562,606.5999755859375,600.719970703125,605.0399780273438,39281300,601.447265625,2025-01-30
607.5,609.9600219726562,601.0499877929688,601.8200073242188,66566900,598.2463989257812,2025-01-31
592.6699829101562,600.2899780273438,590.489990234375,597.77001953125,65857200,594.220458984375,2025-02-03
597.8300170898438,602.2999877929688,597.280029296875,601.780029296875,33457800,598.2066650390625,2025-02-04
600.6400146484375,604.3699951171875,598.5800170898438,604.219970703125,30653100,600.6321411132812,2025-02-05
605.989990234375,606.4500122070312,602.6300048828125,606.3200073242188,35771500,602.7197265625,2025-02-06
606.8900146484375,608.1300048828125,600.0499877929688,600.77001953125,50788500,597.2026977539062,2025-02-07
604.030029296875,605.5,602.739990234375,604.8499755859375,26048700,601.2584228515625,2025-02-10
602.5499877929688,605.8599853515625,602.4299926757812,605.3099975585938,30056700,601.7156982421875,2025-02-11
599.2000122070312,604.5499877929688,598.510009765625,603.3599853515625,45076100,599.7772827148438,2025-02-12
604.47998046875,609.9400024414062,603.2000122070312,609.72998046875,40921300,606.1094970703125,2025-02-13
609.9400024414062,610.989990234375,609.0700073242188,609.7000122070312,26910400,606.0796508789062,2025-02-14
610.8800048828125,611.489990234375,608.3800048828125,611.489990234375,26749000,607.8590087890625,2025-02-18
610.0800170898438,613.22998046875,609.5599975585938,612.9299926757812,31011100,609.2904663085938,2025-02-19
611.5399780273438,611.6799926757812,607.02001953125,610.3800048828125,36554000,606.755615234375,2025-02-20
610.1599731445312,610.2999877929688,599.469970703125,599.9400024414062,76519800,596.3776245117188,2025-02-21
602.02001953125,603.030029296875,596.489990234375,597.2100219726562,50737200,593.663818359375,2025-02-24
597.1500244140625,597.8900146484375,589.5599975585938,594.239990234375,58266500,590.71142578125,2025-02-25
595.9299926757812,599.5800170898438,591.8599853515625,594.5399780273438,43321600,591.0096435546875,2025-02-26
596.8499755859375,598.02001953125,584.6500244140625,585.0499877929688,74196700,581.5759887695312,2025-02-27
585.5599975585938,594.719970703125,582.4400024414062,594.1799926757812,88744100,590.6517944335938,2025-02-28
596.1799926757812,597.3400268554688,579.9000244140625,583.77001953125,74249200,580.3036499023438,2025-03-03
579.7100219726562,585.3900146484375,572.25,576.8599853515625,109648200,573.4346313476562,2025-03-04
576.6900024414062,584.8800048828125,573.0800170898438,583.0599975585938,71230500,579.5978393554688,2025-03-05
575.47998046875,580.1699829101562,570.1199951171875,572.7100219726562,80094900,569.309326171875,2025-03-06
570.9000244140625,577.3900146484375,565.6300048828125,575.9199829101562,81158800,572.500244140625,2025-03-07
567.5900268554688,569.5399780273438,555.5900268554688,560.5800170898438,99326600,557.2513427734375,2025-03-10
559.4000244140625,564.02001953125,552.02001953125,555.9199829101562,88102100,552.6189575195312,2025-03-11
562.1699829101562,563.1099853515625,553.6900024414062,558.8699951171875,69588200,555.5514526367188,2025-03-12
558.489990234375,559.1099853515625,549.6799926757812,551.4199829101562,74079400,548.1456909179688,2025-03-13
556.1099853515625,563.8300170898438,551.489990234375,562.8099975585938,62660300,559.4680786132812,2025-03-14
562.7899780273438,569.7100219726562,562.3499755859375,567.1500244140625,49008700,563.7823486328125,2025-03-17
564.7999877929688,565.02001953125,559.0599975585938,561.02001953125,66041400,557.688720703125,2025-03-18
562.8300170898438,570.9500122070312,561.6300048828125,567.1300048828125,66556000,563.762451171875,2025-03-19
563.3300170898438,570.5700073242188,562.5999755859375,565.489990234375,62958200,562.1322021484375,2025-03-20
559.280029296875,564.8900146484375,558.030029296875,563.97998046875,83763000,562.317626953125,2025-03-21
570.7999877929688,575.1500244140625,570.2000122070312,574.0800170898438,58766800,572.3878784179688,2025-03-24
575.2999877929688,576.4099731445312,573.6900024414062,575.4600219726562,38355700,573.7637939453125,2025-03-25
575.1900024414062,576.3300170898438,567.1900024414062,568.5900268554688,51848300,566.9140625,2025-03-26
567.1799926757812,570.9000244140625,564.9400024414062,567.0800170898438,42164200,565.4085083007812,2025-03-27
565.530029296875,566.27001953125,555.0700073242188,555.6599731445312,71662700,554.0221557617188,2025-03-28
549.8300170898438,560.7100219726562,546.8699951171875,559.3900146484375,95328200,557.7411499023438,2025-03-31
557.4500122070312,562.9400024414062,553.6799926757812,560.969970703125,54609600,559.3164672851562,2025-04-01
555.0499877929688,567.4199829101562,554.8099975585938,564.52001953125,76014500,562.8560791015625,2025-04-02
545.1099853515625,547.969970703125,536.7000122070312,536.7000122070312,125986000,535.1180419921875,2025-04-03
523.6699829101562,525.8699951171875,505.05999755859375,505.2799987792969,217965100,503.7906494140625,2025-04-04
489.1900024414063,523.1699829101562,481.7999877929688,504.3800048828125,256611400,502.893310546875,2025-04-07
521.8599853515625,524.97998046875,489.1600036621094,496.4800109863281,165816600,495.0166015625,2025-04-08
493.4400024414063,548.6199951171875,493.0499877929688,548.6199951171875,241867300,547.0029296875,2025-04-09
532.1699829101562,533.5,509.3200073242188,524.5800170898438,162331200,523.0337524414062,2025-04-10
523.010009765625,536.4299926757812,520.0700073242188,533.9400024414062,97866300,532.3661499023438,2025-04-11
544.0499877929688,544.280029296875,533.8599853515625,539.1199951171875,68034000,537.5308837890625,2025-04-14
539.6699829101562,543.22998046875,536.8099975585938,537.6099853515625,56892900,536.0253295898438,2025-04-15
531.6799926757812,537.8900146484375,520.2899780273438,525.6599731445312,83484800,524.1105346679688,2025-04-16
527.6400146484375,531.1699829101562,523.9099731445312,526.4099731445312,79868100,524.8583374023438,2025-04-17
521.1599731445312,521.7000122070312,508.4599914550781,513.8800048828125,69368100,512.3652954101562,2025-04-21
520.1400146484375,529.2999877929688,519.1900024414062,527.25,75948100,525.6959228515625,2025-04-22
540.4299926757812,545.4299926757812,533.8800048828125,535.4199829101562,90590700,533.841796875,2025-04-23
536.719970703125,547.4299926757812,535.4500122070312,546.6900024414062,64150400,545.07861328125,2025-04-24
546.6500244140625,551.0499877929688,543.6900024414062,550.6400146484375,61119600,549.0169677734375,2025-04-25
551.3900146484375,553.5499877929688,545.02001953125,550.8499755859375,47613800,549.226318359375,2025-04-28
548.9099731445312,555.4500122070312,548.5499877929688,554.3200073242188,47775100,552.6860961914062,2025-04-29
547.5700073242188,556.52001953125,541.52001953125,554.5399780273438,93101500,552.9054565429688,2025-04-30
560.3699951171875,564.0700073242188,557.8599853515625,558.469970703125,63186100,556.8238525390625,2025-05-01
564.72998046875,568.3800048828125,562.3800048828125,566.760009765625,60717300,565.0894165039062,2025-05-02
562.5700073242188,566.6500244140625,561.7000122070312,563.510009765625,38659200,561.8489990234375,2025-05-05
557.9299926757812,563.3499755859375,556.9600219726562,558.7999877929688,48264700,557.1528930664062,2025-05-06
560.1500244140625,563.8200073242188,556.0399780273438,561.1500244140625,55588000,559.4959716796875,2025-05-07
565.239990234375,570.3099975585938,561.7000122070312,565.0599975585938,65130800,563.3944702148438,2025-05-08
566.47998046875,567.5,562.760009765625,564.3400268554688,37603400,562.6765747070312,2025-05-09
581.469970703125,583.0,577.0399780273438,582.989990234375,78993600,581.2716064453125,2025-05-12
583.4099731445312,589.0800170898438,582.8400268554688,586.8400268554688,67947200,585.1102905273438,2025-05-13
587.8099975585938,588.97998046875,585.5399780273438,587.5900268554688,66283500,585.8580932617188,2025-05-14
585.5599975585938,590.969970703125,585.0999755859375,590.4600219726562,71268100,588.7196044921875,2025-05-15
591.25,594.5,589.280029296875,594.2000122070312,76052100,592.4485473632812,2025-05-16
588.0999755859375,595.5399780273438,588.0999755859375,594.8499755859375,68168500,593.0966186523438,2025-05-19
593.0900268554688,594.0499877929688,589.5999755859375,592.8499755859375,60614500,591.1025390625,2025-05-20
588.4400024414062,592.5800170898438,581.8200073242188,582.8599853515625,95197700,581.1419677734375,2025-05-21
582.6599731445312,586.6199951171875,581.4099731445312,583.0900268554688,70860400,581.371337890625,2025-05-22
575.97998046875,581.8099975585938,575.5999755859375,579.1099853515625,76029000,577.4030151367188,2025-05-23
586.0700073242188,591.3099975585938,578.4299926757812,591.1500244140625,72588500,589.4075927734375,2025-05-27
591.5599975585938,592.77001953125,586.989990234375,587.72998046875,68445500,585.9976196289062,2025-05-28
593.0599975585938,593.2000122070312,586.0700073242188,590.0499877929688,69973300,588.310791015625,2025-05-29
588.9299926757812,591.1300048828125,583.239990234375,589.3900146484375,90601200,587.6527709960938,2025-05-30
587.760009765625,592.7899780273438,585.0599975585938,592.7100219726562,61630500,590.9629516601562,2025-06-02
592.3400268554688,597.0800170898438,591.8499755859375,596.0900268554688,63606200,594.3330078125,2025-06-03
596.9600219726562,597.9500122070312,595.489990234375,595.9299926757812,57314200,594.1734619140625,2025-06-04
597.6300048828125,599.0,591.0499877929688,593.0499877929688,92278700,591.3019409179688,2025-06-05
598.6599731445312,600.8300170898438,596.8599853515625,599.1400146484375,66588700,597.3740234375,2025-06-06
599.719970703125,601.25,598.489990234375,599.6799926757812,53016400,597.9124145507812,2025-06-09
600.219970703125,603.469970703125,599.0900268554688,603.0800170898438,66247000,601.3023681640625,2025-06-10
604.1900024414062,605.0599975585938,599.27001953125,601.3599853515625,73658200,599.5874633789062,2025-06-11
600.010009765625,603.75,599.52001953125,603.75,64129000,601.9703979492188,2025-06-12
598.5,601.8499755859375,595.47998046875,597.0,89506000,595.2402954101562,2025-06-13
600.4000244140625,604.4500122070312,600.219970703125,602.6799926757812,79984100,600.903564453125,2025-06-16
600.2100219726562,601.75,596.760009765625,597.530029296875,82209400,595.768798828125,2025-06-17
598.4400024414062,601.219970703125,596.469970703125,597.4400024414062,76605000,595.6790161132812,2025-06-18
598.3800048828125,599.4600219726562,592.8599853515625,594.280029296875,94051400,594.280029296875,2025-06-20
595.0399780273438,600.5399780273438,591.8900146484375,600.1500244140625,87426000,600.1500244140625,2025-06-23
604.3300170898438,607.8499755859375,603.4099731445312,606.780029296875,67735300,606.780029296875,2025-06-24
607.9099731445312,608.6099853515625,605.5399780273438,607.1199951171875,62114800,607.1199951171875,2025-06-25
608.989990234375,612.3099975585938,608.3699951171875,611.8699951171875,78548400,611.8699951171875,2025-06-26
612.8800048828125,616.3900146484375,610.8300170898438,614.9099731445312,86258400,614.9099731445312,2025-06-27
617.3800048828125,619.219970703125,615.0399780273438,617.8499755859375,92502500,617.8499755859375,2025-06-30
